Order ID,Order Date,Ship Mode,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-166373,2016-10-21,Standard Class,Central,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,106.08,6,0.2,
CA-2016-158806,2016-01-07,Standard Class,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.076,3,0.6,
CA-2016-158806,2016-01-07,Standard Class,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.920000000000005,5,0.2,
CA-2015-119690,2015-06-25,First Class,Central,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,47.952000000000005,3,0.2,
CA-2015-119690,2015-06-25,First Class,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.9839999999999998,2,0.8,
CA-2015-119690,2015-06-25,First Class,Central,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75.38400000000001,9,0.6,
CA-2015-119690,2015-06-25,First Class,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,
CA-2015-153738,2015-09-20,First Class,East,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,37.68,6,0.0,
CA-2017-169012,2017-07-10,Standard Class,South,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,41.91,3,0.0,
CA-2017-109393,2017-06-30,Second Class,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",435.999,3,0.15,
CA-2017-121489,2017-08-21,Second Class,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",388.70400000000006,6,0.2,
CA-2017-121489,2017-08-21,Second Class,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,
CA-2017-121489,2017-08-21,Second Class,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,33.18,2,0.0,
US-2017-133081,2017-03-11,Standard Class,East,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0.0,
US-2017-133081,2017-03-11,Standard Class,East,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",26.72,1,0.0,
CA-2017-165008,2017-09-15,Second Class,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.056,9,0.2,
CA-2016-145611,2016-09-20,Standard Class,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,393.25,5,0.0,
CA-2016-113600,2016-12-15,Second Class,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.2140000000000004,3,0.7,
CA-2017-130834,2017-11-03,Second Class,South,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,16.272000000000002,3,0.2,
CA-2016-168543,2016-07-03,Standard Class,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0.0,
CA-2014-144974,2014-09-26,Standard Class,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",5.970000000000001,5,0.7,
CA-2014-144974,2014-09-26,Standard Class,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184,1,0.2,
CA-2014-144974,2014-09-26,Standard Class,East,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",41.376,6,0.2,
CA-2014-109904,2014-07-14,Second Class,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,17.94,3,0.0,
CA-2017-152205,2017-09-28,Standard Class,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,2.655,1,0.7,
CA-2015-121188,2015-08-28,Standard Class,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,5,0.0,
CA-2015-121188,2015-08-28,Standard Class,West,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,307.666,2,0.15,
CA-2015-121188,2015-08-28,Standard Class,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,9,0.0,
CA-2015-121188,2015-08-28,Standard Class,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,41.36,5,0.2,
CA-2015-121188,2015-08-28,Standard Class,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,
CA-2015-121188,2015-08-28,Standard Class,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,4.16,2,0.0,
CA-2015-156013,2015-09-20,Standard Class,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,61.4,5,0.0,
CA-2015-156013,2015-09-20,Standard Class,East,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,
CA-2016-132997,2016-11-07,First Class,East,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,263.96,4,0.0,
CA-2016-132997,2016-11-07,First Class,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,3,0.0,
CA-2016-132997,2016-11-07,First Class,East,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,12.96,2,0.0,
CA-2016-132997,2016-11-07,First Class,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",116.82,3,0.0,
CA-2016-132997,2016-11-07,First Class,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.78400000000005,2,0.2,
US-2015-160563,2015-10-20,Standard Class,West,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,239.97,3,0.0,
US-2015-160563,2015-10-20,Standard Class,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,16.02,6,0.0,
CA-2017-151750,2017-01-01,Standard Class,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,454.56000000000006,5,0.2,
CA-2017-151750,2017-01-01,Standard Class,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",141.42,5,0.6,
CA-2017-151750,2017-01-01,Standard Class,Central,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,310.744,4,0.3,
CA-2017-151750,2017-01-01,Standard Class,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,12.736,4,0.2,
CA-2017-151750,2017-01-01,Standard Class,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,6.469999999999998,5,0.8,
CA-2017-151750,2017-01-01,Standard Class,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",13.747999999999998,14,0.8,
CA-2017-151750,2017-01-01,Standard Class,Central,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,15.223999999999997,2,0.8,
CA-2015-106187,2015-06-23,Standard Class,South,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0.0,
CA-2015-106187,2015-06-23,Standard Class,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,165.98,1,0.0,
CA-2015-106187,2015-06-23,Standard Class,South,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,75.0,3,0.0,
US-2016-164945,2016-11-22,Standard Class,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,134.27200000000002,8,0.2,
CA-2015-150714,2015-10-26,Standard Class,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,146.544,6,0.2,
CA-2015-150714,2015-10-26,Standard Class,West,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,131.904,3,0.2,
CA-2015-150714,2015-10-26,Standard Class,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,203.88,5,0.2,
CA-2015-150714,2015-10-26,Standard Class,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301000000000002,7,0.7,
CA-2015-150714,2015-10-26,Standard Class,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,718.6400000000001,10,0.2,
CA-2016-105753,2016-10-20,Standard Class,South,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,61.1,5,0.0,
CA-2017-120894,2017-04-28,Standard Class,South,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,3,0.2,
CA-2016-106621,2016-09-29,Second Class,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,10.496,4,0.2,
CA-2015-107020,2015-07-10,Standard Class,West,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,39.92,2,0.2,
US-2015-117492,2015-08-07,First Class,East,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",77.58,9,0.0,
CA-2014-101392,2014-12-07,Standard Class,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269.36,7,0.0,
CA-2015-127502,2015-12-10,Standard Class,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0.0,
CA-2017-143658,2017-11-08,Second Class,East,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,109.9,5,0.0,
CA-2017-133046,2017-07-27,Second Class,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,
CA-2017-133046,2017-07-27,Second Class,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",26.2,4,0.0,
CA-2017-133046,2017-07-27,Second Class,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,0.0,
CA-2017-133046,2017-07-27,Second Class,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,234.95,5,0.0,
CA-2017-122798,2017-12-28,Standard Class,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,5,0.0,
CA-2017-122798,2017-12-28,Standard Class,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,4.28,1,0.0,
CA-2016-169663,2016-03-10,First Class,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,0.0,
CA-2016-169663,2016-03-10,First Class,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,3357.6000000000004,3,0.2,
CA-2015-149846,2015-05-22,Standard Class,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,8.26,2,0.0,
CA-2015-149846,2015-05-22,Standard Class,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,7,0.2,
CA-2015-149846,2015-05-22,Standard Class,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0.0,
CA-2015-149846,2015-05-22,Standard Class,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,775.7280000000001,6,0.2,
CA-2017-159149,2017-02-17,First Class,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",89.06639999999999,1,0.32,
CA-2017-159149,2017-02-17,First Class,Central,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",175.44,6,0.2,
CA-2017-159149,2017-02-17,First Class,Central,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,
US-2017-167570,2017-12-08,Standard Class,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,215.544,4,0.3,
CA-2017-160122,2017-11-18,Standard Class,Central,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",55.584,6,0.2,
CA-2017-160122,2017-11-18,Standard Class,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,127.38599999999998,2,0.3,
CA-2016-130393,2016-12-01,Second Class,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",248.43,5,0.3,
CA-2016-130393,2016-12-01,Second Class,Central,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,11.647999999999998,4,0.8,
CA-2016-130393,2016-12-01,Second Class,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,2,0.3,
CA-2017-144820,2017-10-03,Second Class,Central,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,20.64,5,0.2,
CA-2017-101014,2017-08-29,Standard Class,West,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,3,0.0,
CA-2017-105543,2017-11-24,Same Day,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0.0,
US-2017-113201,2017-06-30,Standard Class,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0.0,
US-2017-106551,2017-07-22,Standard Class,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,526.3439999999999,4,0.3,
CA-2016-116722,2016-11-11,Standard Class,West,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,
CA-2016-116722,2016-11-11,Standard Class,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15199999999993,3,0.2,
CA-2016-116722,2016-11-11,Standard Class,West,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,31.504000000000005,11,0.2,
CA-2014-138128,2014-12-09,Standard Class,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,30.672,3,0.2,
CA-2014-138128,2014-12-09,Standard Class,East,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1079.976,4,0.4,
US-2017-150070,2017-09-07,Standard Class,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,
CA-2015-137064,2015-02-06,Standard Class,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.9339999999999997,3,0.8,
CA-2015-137064,2015-02-06,Standard Class,Central,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,2,0.2,
CA-2015-137064,2015-02-06,Standard Class,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.7520000000001,3,0.2,
CA-2017-157350,2017-08-26,Standard Class,Central,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,5,0.6,
CA-2014-127866,2014-07-20,First Class,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0.0,
CA-2014-127866,2014-07-20,First Class,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,0.0,
CA-2014-127866,2014-07-20,First Class,West,OFF-AR-10003481,Office Supplies,Art,Newell 348,13.12,4,0.0,
CA-2014-127866,2014-07-20,First Class,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0.0,
CA-2015-131352,2015-10-08,Standard Class,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",72.78,3,0.6,
CA-2015-121776,2015-02-16,Standard Class,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,36.84,3,0.0,
CA-2015-121776,2015-02-16,Standard Class,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0.0,
CA-2016-118073,2016-08-12,Standard Class,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,562.2925000000001,7,0.45,
CA-2014-103219,2014-11-09,Standard Class,East,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,9,0.0,
CA-2016-102561,2016-07-18,Standard Class,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,11.264,8,0.2,
CA-2016-102561,2016-07-18,Standard Class,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,284.08000000000004,10,0.2,
CA-2016-102561,2016-07-18,Standard Class,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,18.496,4,0.2,
CA-2016-100993,2016-02-05,Standard Class,West,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,0.0,
CA-2016-100993,2016-02-05,Standard Class,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,0.0,
CA-2016-100993,2016-02-05,Standard Class,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4,0.2,
CA-2016-100993,2016-02-05,Standard Class,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.96800000000002,4,0.2,
US-2014-112949,2014-06-20,Standard Class,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,471.9,6,0.0,
US-2014-112949,2014-06-20,Standard Class,Central,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,2,0.0,
US-2017-146822,2017-06-09,Standard Class,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,4,0.0,
US-2016-131058,2016-12-27,Standard Class,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,20.16,7,0.0,
CA-2014-167997,2014-01-26,First Class,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,
CA-2014-167997,2014-01-26,First Class,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,
CA-2017-140151,2017-03-23,First Class,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0.0,
CA-2017-140151,2017-03-23,First Class,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,20.04,3,0.0,
CA-2017-140151,2017-03-23,First Class,West,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,13999.96,4,0.0,
US-2017-143770,2017-03-20,Standard Class,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,
US-2017-143770,2017-03-20,Standard Class,East,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,61.96,2,0.0,
CA-2016-131296,2016-10-04,Standard Class,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372,2,0.3,
CA-2016-103464,2016-11-18,Standard Class,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5,0.0,
CA-2017-136238,2017-12-26,Standard Class,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,16.032,3,0.2,
CA-2016-120803,2016-03-09,Standard Class,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5,0.0,
CA-2016-134138,2016-02-16,Standard Class,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0.0,
CA-2015-120915,2015-09-28,Second Class,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",293.52,6,0.0,
CA-2015-120915,2015-09-28,Second Class,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0.0,
CA-2015-168207,2015-11-02,Standard Class,West,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,96.96,6,0.0,
CA-2015-168207,2015-11-02,Standard Class,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,117.488,7,0.2,
CA-2015-168207,2015-11-02,Standard Class,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952000000000002,3,0.2,
CA-2015-168207,2015-11-02,Standard Class,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,512.499,3,0.15,
CA-2016-144148,2016-07-31,Standard Class,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.128,7,0.2,
CA-2017-107174,2017-11-06,Standard Class,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,2036.86,7,0.0,
CA-2017-107174,2017-11-06,Standard Class,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,449.568,2,0.2,
CA-2017-107174,2017-11-06,Standard Class,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108.96,3,0.0,
CA-2016-146150,2016-02-14,Standard Class,South,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,0.0,
CA-2014-114125,2014-07-09,Standard Class,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,2.88,1,0.0,
CA-2014-114125,2014-07-09,Standard Class,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,0.2,
CA-2014-114125,2014-07-09,Standard Class,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,4,0.0,
CA-2016-114944,2016-01-30,Standard Class,Central,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,156.512,4,0.2,
CA-2016-135965,2016-09-22,First Class,East,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",128.34,6,0.0,
CA-2017-149699,2017-12-22,First Class,West,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,474.95,5,0.0,
CA-2016-166429,2016-09-02,Standard Class,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,0.0,
